"today","MCC_ID","mcc.q4","mcc.q5","mcc.secC_group.q6","mcc.secC_group.q6a","mcc.secC_group.q8","mcc.secC_group.other_q8","mcc.secC_group.q9","mcc.secC_group.q10","mcc.assets.q14a","mcc.assets.q14b","mcc.assets.q14c","mcc.assets.q14d","mcc.assets.q14e","mcc.assets.q14f","mcc.assets.q14g","mcc.assets.q14h","mcc.assets.q14i","mcc.assets.q14j","mcc.assets.q14k","mcc.assets.q14l","mcc.assets.q14m","mcc.assets.q14n","mcc.q15","mcc.q16a","mcc.q16b","mcc.q16c","mcc.q16cc","mcc.q16d","mcc.q16e","mcc.services.q17","mcc.services.q18","mcc.services.q19","mcc.services.q20","mcc.services.q21","mcc.services.q22","mcc.Q23","mcc.Q24","mcc.day.q25a","mcc.day.q25b","mcc.day.q25c","mcc.day.q25x1","mcc.day.q25x2","mcc.day.q25x3","mcc.qual.q26","mcc.qual.q27","mcc.qual.q28","mcc.q29","mcc.q31","mcc.q31a","mcc.q31b","mcc.q31c","mcc.q31d","mcc.q32.1","mcc.q32.2","mcc.q32.3","mcc.q32.4","mcc.q32.5","mcc.q33.1","mcc.q33.2","mcc.q33.3","mcc.q33.4","mcc.q33.5","mcc.q33.6","mcc.q34.1","mcc.q34.2","mcc.q34.3","mcc.q34.4","mcc.q34.5","mcc.q34.6","mcc.q35","mcc.q36","mcc.q37","mcc.q38.1","mcc.q38.2","mcc.q38.3","mcc.q38.4","mcc.q38.96","mcc.q39a","mcc.q39b","mcc.q39c","mcc.q39d","mcc.q40","mcc.q44","mcc.q46","mcc.q46b","mcc.q47","mcc.q48","mcc.q49","mcc.q50","mcc.q51.1","mcc.q51.2","mcc.q51.3","mcc.q51.4","mcc.q51.96","mcc.q52a","mcc.q52b","mcc.q52c","mcc.q52d","mcc.q53","mcc.q54","mcc.q55","mcc.q56","mcc.q57","mcc.q58","mcc.q59","mcc.q60","mcc.q61.1","mcc.q61.2","mcc.q61.3","mcc.q61.4","mcc.q61.96","mcc.q62a","mcc.q62b","mcc.q62c","mcc.q62d","mcc.q63","mcc.q64","mcc.q65","mcc.q66","mcc.q67","mcc.q68","mcc.q69","mcc.q70","mcc.q71.1","mcc.q71.2","mcc.q71.3","mcc.q71.4","mcc.q71.96","mcc.q72a","mcc.q72b","mcc.q72c","mcc.q72d","mcc.q73","mcc.q74","mcc.q75","mcc.q76","mcc.q77","mcc.q78","mcc.q79","mcc.q80","mcc.q81.1","mcc.q81.2","mcc.q81.3","mcc.q81.4","mcc.q81.96","mcc.q82a","mcc.q82b","mcc.q82c","mcc.q82d","mcc.q83","mcc.q84","mcc.q85","mcc.q86","mcc.q87"
"2022-12-13","MCC_162","Female",5,"Manager",10,2,"n/a","17","8",0,2,0,0,1,1,1,2,4,1,0,0,3,1,1,2,"n/a","n/a","n/a","n/a","n/a",2,3,3,2,2,2,20,20,20,800,1500,1,1,3,3400,1000,1500,2,"n/a","n/a",4,98,"2","False","True","False","False","False","False","True","False","False","True","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1400","950","1","False","False","True","True","True","n/a","n/a","n/a","n/a","3","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-13","MCC_228","Male",6,"Manager",10,2,"n/a","70","20",0,1,0,0,0,1,1,2,8,1,0,0,4,1,1,2,"n/a","n/a","n/a","n/a","n/a",2,2,2,2,2,2,102,95,100,800,3241,1,1,3,2960,1800,3200,2,"n/a","n/a",3,98,"2","False","True","False","False","False","False","True","True","False","True","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3000","945","1","False","False","True","True","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-13","MCC_42","Male",5,"Manager",25,2,"n/a","40","10",0,0,1,0,0,2,2,2,10,3,1,0,2,2,1,2,"n/a","n/a","n/a","n/a","n/a",2,3,3,3,1,1,30,20,30,750,400,1,2,3,6500,300,500,2,"n/a","n/a",4,2,"2","False","True","True","False","False","True","False","False","False","False","False","True","False","False","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","350","1200","1","False","False","True","True","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","2","150","1200","1","False","False","True","True","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-13","MCC_128","Female",5,"Manager",2,2,"n/a","30","6",0,0,0,1,0,1,1,1,2,3,0,0,2,0,1,1,"1","1","1","n/a","1",3,1,3,3,1,1,34,25,30,700,1700,1,1,1,3200,400,1500,2,"n/a","n/a",3,2,"2","False","True","False","False","False","False","False","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1700","700","1","True","True","True","False","False","1","8.5","1","3.6","1","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-12","MCC_49","Male",5,"Manager",29,2,"n/a","7","0",0,0,0,4,0,2,4,6,200,0,0,3,4,2,1,1,"1","1","3","n/a","20",3,3,3,2,2,3,110,90,110,750,20000,1,3,1,12300,16350,10200,2,"n/a","n/a",3,2,"2","False","True","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","15300","999","1","True","True","True","True","False","1","8.5","1","3.7","1","1","1","80","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-12","MCC_62","Male",6,"Manager",19,2,"n/a","3","1",0,0,0,0,0,1,1,1,1,1,0,1,2,1,3,2,"n/a","n/a","n/a","n/a","n/a",3,2,3,3,1,1,23,18,18,750,533,1,1,3,3600,671,483,2,"n/a","n/a",3,2,"2","False","True","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","538","850","1","False","False","True","False","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-12","MCC_291","Female",5,"Manager",10,2,"n/a","35","10",0,2,0,0,0,1,1,2,20,0,0,0,2,0,3,1,"1","2","1","n/a","10",2,3,3,2,2,3,45,40,45,900,5000,1,1,2,5230,2500,5000,2,"n/a","n/a",3,2,"2","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","5000","1000","1","False","True","True","False","False","n/a","n/a","1","3.5","2","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-14","MCC_226","Male",5,"Manager",4,3,"n/a","n/a","n/a",1,3,0,0,0,1,1,4,9,2,0,1,3,0,3,2,"n/a","n/a","n/a","n/a","n/a",1,1,3,1,3,2,150,100,150,700,2000,1,1,3,3202,1200,3202,2,"n/a","n/a",2,98,"2","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3202","800","1","True","False","True","False","True","2","999","n/a","n/a","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-14","MCC_50","Male",4,"Manager",8,2,"n/a","30","13",1,1,0,1,0,1,1,1,0,1,0,1,1,1,3,2,"n/a","n/a","n/a","n/a","n/a",2,2,3,3,2,2,27,27,27,750,865,1,1,3,2150,300,850,2,"n/a","n/a",3,2,"2","False","True","False","False","False","False","False","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","850","750","1","False","False","True","True","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-14","MCC_116","Male",5,"Manager",999,1,"n/a","n/a","n/a",1,0,0,1,0,1,1,3,1,1,0,1,1,1,3,1,"2","n/a","n/a","n/a","n/a",1,3,3,3,1,1,25,14,20,850,900,1,1,3,3200,400,1600,2,"n/a","n/a",3,2,"2","False","True","False","False","False","False","False","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2800","750","1","False","True","True","False","False","n/a","n/a","2","5","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-14","MCC_29","Male",5,"Manager",29,2,"n/a","30","15",0,0,0,0,0,1,1,1,30,0,0,0,4,10,3,2,"n/a","n/a","n/a","n/a","n/a",1,1,3,1,1,1,2500,30,30,700,2500,1,1,3,3300,1200,3000,2,"n/a","n/a",3,2,"2","False","True","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1500","900","1","False","False","True","True","False","n/a","n/a","n/a","n/a","1","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-14","MCC_95","Female",6,"Manager",30,2,"n/a","20","30",0,0,0,0,0,1,1,2,4,1,0,0,2,0,4,2,"n/a","n/a","n/a","n/a","n/a",2,1,2,3,2,2,1500,1000,40,700,1500,1,1,3,3250,1000,1500,2,"n/a","n/a",3,2,"2","False","True","False","False","False","False","False","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3000","800","1","False","False","True","True","True","n/a","n/a","n/a","n/a","1","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-14","MCC_161","Male",3,"Manager",15,2,"n/a","30","12",0,0,0,0,0,1,1,2,0,1,0,0,3,0,3,2,"n/a","n/a","n/a","n/a","n/a",2,3,3,3,2,2,1400,900,42,800,1400,1,1,3,5300,900,1400,2,"n/a","n/a",3,2,"2","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1400","900","1","False","False","True","True","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-14","MCC_227","Male",3,"Treasurer_accountant",11,2,"n/a","17","10",1,0,0,0,0,1,1,1,1,1,0,0,2,0,4,2,"n/a","n/a","n/a","n/a","n/a",2,3,3,3,2,3,25,1,25,830,1900,1,1,3,2950,1500,4000,2,"n/a","n/a",3,2,"98","False","True","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1500","1000","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-14","MCC_94","Male",5,"Manager",15,2,"n/a","20","10",0,4,0,0,0,1,1,1,6,2,0,0,6,2,3,2,"n/a","n/a","n/a","n/a","n/a",1,3,1,3,1,1,2500,20,20,800,2500,1,1,3,3200,1800,2400,2,"n/a","n/a",4,2,"2","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2500","900","1","False","False","True","True","False","n/a","n/a","n/a","n/a","1","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-14","MCC_160","Female",4,"Manager",1,2,"n/a","25","5",0,0,0,0,0,1,1,1,5,1,0,0,7,1,3,2,"n/a","n/a","n/a","n/a","n/a",2,2,3,3,1,1,2800,52,58,800,2800,1,1,3,3400,700,2500,2,"n/a","n/a",3,2,"2","False","True","False","False","False","True","False","False","False","False","False","True","False","True","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2800","900","1","False","False","True","True","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-15","MCC_99","Male",96,"Mobilizer",3,1,"n/a","n/a","n/a",0,0,0,0,0,1,2,3,50,2,0,0,2,0,1,2,"n/a","n/a","n/a","n/a","n/a",3,3,3,1,1,1,1500,1400,1500,700,1200,1,2,3,8400,700,1200,1,"1","10",4,1,"1","False","True","False","False","False","True","False","False","False","False","False","True","True","True","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1300","999","1","False","False","True","True","True","n/a","n/a","n/a","n/a","3","1","1","10","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-15","MCC_165","Male",6,"Chairman",7,3,"n/a","n/a","n/a",0,4,0,1,0,1,1,2,40,0,0,0,12,0,2,2,"n/a","n/a","n/a","n/a","n/a",1,1,3,1,1,1,3600,2000,40,800,3200,1,1,3,4000,2000,3200,1,"2","50",4,1,"1","False","True","False","False","False","True","True","False","False","False","True","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","8000","999","1","False","False","True","True","True","n/a","n/a","n/a","n/a","1","1","2","50","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-15","MCC_35","Male",4,"Secretary",7,2,"n/a","45","5",0,1,1,0,1,1,1,2,12,1,0,0,4,2,3,2,"n/a","n/a","n/a","n/a","n/a",2,3,2,2,2,2,342,1500,90,800,342,1,3,3,3000,1600,4200,1,"2","100000",3,98,"98","False","True","False","False","False","True","False","False","False","False","False","True","False","True","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","3100","9500","1","False","False","True","True","False","n/a","n/a","n/a","n/a","3","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-15","MCC_297","Female",6,"Other",3,1,"n/a","n/a","n/a",0,1,0,0,0,1,1,2,50,2,0,0,5,0,3,1,"1","2","2","n/a","1",98,3,3,1,1,1,18,17,17,750,1500,1,2,2,5000,900,1500,2,"n/a","n/a",3,1,"1","False","True","False","False","False","True","False","False","False","False","False","True","True","True","True","True","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1500","850","1","True","True","True","True","False","1","5","1","5","3","1","1","50","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-15","MCC_363","Male",5,"Manager",3,3,"n/a","n/a","n/a",0,0,0,0,0,1,1,1,2,2,0,0,2,0,3,2,"n/a","n/a","n/a","n/a","n/a",1,1,3,3,1,1,30,30,30,700,2200,1,1,3,2400,1100,2200,2,"n/a","n/a",3,2,"2","False","True","False","False","False","True","True","False","False","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","4500","900","1","False","True","True","True","False","n/a","n/a","2","5","1","2","n/a","n/a","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-15","MCC_33","Male",2,"Manager",2,3,"n/a","n/a","n/a",0,0,0,0,0,1,1,2,20,2,0,0,3,0,3,2,"n/a","n/a","n/a","n/a","n/a",1,1,3,1,1,3,44,30,45,700,2800,1,1,3,3200,1800,2600,2,"n/a","n/a",3,2,"2","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2800","800","1","True","False","True","False","False","2","9","n/a","n/a","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-15","MCC_231","Male",5,"Manager",1,3,"n/a","n/a","n/a",1,3,0,0,0,1,1,3,2,1,0,0,3,0,3,2,"n/a","n/a","n/a","n/a","n/a",1,3,3,1,1,3,40,35,35,700,2000,1,2,3,2200,1500,1000,2,"n/a","n/a",2,2,"2","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","2000","800","1","True","False","True","False","False","2","9","n/a","n/a","1","2","n/a","n/a","2","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
"2022-12-16","MCC_624","Male",4,"Manager",6,2,"n/a","32","22",0,0,0,0,0,1,1,2,9,2,0,0,2,0,3,2,"n/a","n/a","n/a","n/a","n/a",1,3,2,2,2,3,55,20,55,800,1340,1,1,3,2200,900,1800,1,"2","50",3,1,"1","False","False","True","False","False","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","1340","900","1","False","False","True","True","False","n/a","n/a","n/a","n/a","3","1","2","90","1","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a"
