"farmer_ID","trader_ID","MCC_ID","today","district","farmer.tot_prod","farmer.tot_sold","farmer.tot_sold_trader","farmer.trader_link","farmer.rejected_week","farmer.rejected_month","farmer.bett_prc","farmer.used_bran","farmer.used_residu","farmer.used_lick","farmer.used_cgrazing","treat","q_sold_1","q_sold_2","q_sold_3","q_sold_4","q_sold_5","q_sold_6","checked_1","checked_2","checked_3","checked_4","checked_5","checked_6","checked_how_1","checked_how_2","checked_how_3","checked_how_4","checked_how_5","checked_how_6","p_sold_1","p_sold_2","p_sold_3","p_sold_4","p_sold_5","p_sold_6"
"F_364","T_081","MCC_016","2025-12-05","Kazo",300,200,200,6,0,0,2,2,2,1,2,0,250,200,200,NA,NA,NA,1,2,1,NA,NA,NA,"Lactometer",NA,"Lactometer",NA,NA,NA,900,900,950,NA,NA,NA
"F_191","T_082","MCC_012","2025-12-03","Kiruhura",160,125,85,5,0,0,2,2,2,1,2,1,62,81,85,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_028","T_082","MCC_012","2025-12-03","Kiruhura",330,310,310,6,0,0,2,2,1,1,2,1,320,310,320,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_220","T_082","MCC_012","2025-12-03","Kiruhura",47,40,40,6,0,0,2,2,1,1,2,1,40,42,45,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_118","T_082","MCC_012","2025-12-03","Kiruhura",35,30,30,5,0,0,2,2,2,1,2,1,30,34,34,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_115","T_082","MCC_012","2025-12-03","Kiruhura",55,49,49,5,0,0,2,2,2,1,1,1,49,50,49,NA,NA,NA,2,1,1,NA,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_240","T_082","MCC_012","2025-12-03","Kiruhura",140,130,130,5,0,0,1,2,2,1,2,1,130,130,130,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_080","T_083","MCC_014","2025-12-04","Kiruhura",150,140,140,6,0,0,2,2,2,2,1,1,140,150,140,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_238","T_083","MCC_014","2025-12-04","Kiruhura",23,19,19,6,0,0,2,2,2,2,2,1,20,19,19,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_407","T_083","MCC_014","2025-12-04","Kiruhura",105,93,93,6,0,0,2,2,2,2,1,1,95,97,93,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_093","T_083","MCC_014","2025-12-04","Kiruhura",130,120,120,6,0,0,2,1,2,2,1,1,120,121,120,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_394","T_083","MCC_014","2025-12-04","Kiruhura",400,370,370,4,0,0,2,2,2,2,1,1,370,365,370,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_186","T_084","MCC_001","2025-12-06","Kazo",22,19,19,4,0,0,2,2,2,1,2,1,19,17,19,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_127","T_084","MCC_001","2025-12-05","Kazo",70,60,60,3,0,0,2,2,2,1,1,1,60,65,60,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,875,875,875,NA,NA,NA
"F_132","T_084","MCC_001","2025-12-06","Kazo",60,50,25,4,0,0,2,2,2,1,2,1,25,25,25,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_089","T_084","MCC_001","2025-12-05","Kazo",30,28,28,4,0,0,2,2,2,2,1,1,15,25,15,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,850,850,NA,NA,NA
"F_050","T_085","MCC_014","2025-12-04","Kiruhura",15,8,8,5,0,0,2,2,2,1,2,1,8,10,7,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_199","T_085","MCC_014","2025-12-04","Kiruhura",20,15,15,5,0,0,2,2,2,1,2,1,15,17,15,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_230","T_085","MCC_014","2025-12-04","Kiruhura",40,32,32,5,0,0,2,2,2,1,1,1,32,34,32,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_174","T_085","MCC_014","2025-12-04","Kiruhura",175,155,155,5,0,0,2,2,2,1,2,1,108,122,155,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_261","T_085","MCC_014","2025-12-04","Kiruhura",70,70,20,5,0,0,2,2,2,1,1,1,20,20,20,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_307","T_085","MCC_014","2025-12-04","Kiruhura",40,35,35,5,0,0,2,2,2,1,2,1,35,35,32,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_298","T_086","MCC_014","2025-12-04","Kiruhura",15,9,9,5,0,0,2,2,2,1,2,1,9,9,9,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_068","T_086","MCC_014","2025-12-04","Kiruhura",14,10,10,5,0,0,2,2,2,1,2,1,10,10,10,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_229","T_086","MCC_014","2025-12-04","Kiruhura",52,44,44,6,0,0,2,2,2,2,2,1,43,44,44,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_069","T_086","MCC_014","2025-12-04","Kiruhura",20,16,16,6,0,0,2,2,2,1,2,1,16,17,16,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_334","T_086","MCC_014","2025-12-04","Kiruhura",100,80,80,5,0,0,2,2,2,1,2,1,80,80,80,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_355","T_087","MCC_005","2025-12-05","Kazo",40,35,35,4,0,0,2,1,2,1,2,0,55,35,55,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_004","T_087","MCC_005","2025-12-05","Kazo",80,70,70,6,0,0,2,2,2,1,1,0,70,68,65,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,850,850,NA,NA,NA
"F_416","T_087","MCC_005","2025-12-05","Kazo",34,30,30,5,0,0,2,2,2,1,1,0,32,30,32,NA,NA,NA,1,2,1,NA,NA,NA,"Lactometer",NA,"Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_333","T_087","MCC_005","2025-12-05","Kazo",10,7,7,6,0,0,2,2,2,2,1,0,9,9,10,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,850,850,NA,NA,NA
"F_308","T_087","MCC_005","2025-12-06","Kazo",80,70,70,6,0,0,2,2,2,1,1,0,65,70,70,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_193","T_088","MCC_019","2025-12-03","Kiruhura",80,60,60,6,0,0,2,2,2,2,2,0,70,70,70,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_389","T_088","MCC_019","2025-12-03","Kiruhura",40,35,15,5,0,0,2,2,2,2,2,0,15,15,15,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_398","T_088","MCC_019","2025-12-03","Kiruhura",50,30,20,6,0,0,2,2,2,2,1,0,20,20,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_256","T_088","MCC_019","2025-12-03","Kiruhura",30,20,20,6,0,1,2,2,2,2,1,0,20,20,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_120","T_088","MCC_019","2025-12-03","Kiruhura",50,35,35,6,0,0,2,2,2,1,2,0,38,31,35,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_301","T_089","MCC_013","2025-12-05","Kazo",23,18,18,3,0,0,2,2,2,1,1,1,18,18,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_010","T_089","MCC_013","2025-12-05","Kazo",35,35,35,6,0,0,2,2,2,1,2,1,35,35,35,NA,NA,NA,2,1,1,NA,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_368","T_089","MCC_013","2025-12-05","Kazo",23,21,21,5,0,0,2,2,2,1,1,1,21,22,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_291","T_089","MCC_013","2025-12-05","Kazo",150,140,140,4,0,0,1,2,2,1,2,1,117,120,118,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_060","T_089","MCC_013","2025-12-05","Kazo",100,86,86,5,0,0,2,2,2,1,1,1,90,87,86,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_341","T_090","MCC_008","2025-12-04","Kiruhura",42,30,30,4,0,0,2,2,2,2,1,1,32,31,30,NA,NA,NA,1,2,1,NA,NA,NA,"Lactometer",NA,"Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_249","T_090","MCC_008","2025-12-03","Kiruhura",99,87,87,5,0,0,2,2,2,2,2,1,85,87,80,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_396","T_090","MCC_008","2025-12-03","Kiruhura",90,90,90,6,0,0,2,2,2,2,1,1,90,90,90,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer Alcohol Lactoscan","Lactometer Alcohol Lactoscan","Lactometer Alcohol Lactoscan",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_008","T_091","MCC_011","2025-12-04","Kiruhura",20,11,11,6,0,0,2,2,2,1,2,0,10,20,10,NA,NA,NA,2,1,1,NA,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_020","T_091","MCC_011","2025-12-04","Kiruhura",20,15,15,4,0,0,2,2,2,1,1,0,15,14,16,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,925,925,NA,NA,NA
"F_304","T_091","MCC_011","2025-12-04","Kiruhura",13,10,10,6,0,0,2,2,2,1,2,0,10,10,10,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_331","T_091","MCC_011","2025-12-04","Kiruhura",10,8,8,6,0,0,2,2,2,1,2,0,8,8,8,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_012","T_091","MCC_011","2025-12-04","Kiruhura",21,12,12,6,0,0,2,2,2,1,2,0,13,12,12,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_054","T_092","MCC_005","2025-12-05","Kazo",20,15,15,4,0,0,2,2,2,2,2,0,14,15,15,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_107","T_092","MCC_005","2025-12-05","Kazo",23,18,18,6,0,0,2,2,2,2,2,0,19,18,16,NA,NA,NA,1,1,2,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_081","T_092","MCC_005","2025-12-05","Kazo",140,125,125,5,0,0,2,2,2,2,2,0,125,116,120,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_280","T_092","MCC_005","2025-12-05","Kazo",120,100,100,5,0,0,2,2,2,2,2,0,100,100,100,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850,NA,NA,NA
"F_365","T_092","MCC_005","2025-12-05","Kazo",48,38,38,5,0,0,2,2,2,1,2,0,NA,NA,NA,35,36,38,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,850,850,850
"F_091","T_092","MCC_005","2025-12-05","Kazo",20,15,15,5,0,0,2,2,2,2,2,0,15,18,15,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_370","T_093","MCC_004","2025-12-04","Kiruhura",30,25,25,6,0,0,1,2,2,2,1,1,26,25,28,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_065","T_093","MCC_004","2025-12-04","Kiruhura",30,20,5,6,0,0,2,2,2,2,1,1,25,10,18,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1100,1100,1100,NA,NA,NA
"F_405","T_093","MCC_004","2025-12-04","Kiruhura",30,20,12,5,0,0,1,2,2,1,2,1,11,12,15,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_219","T_093","MCC_004","2025-12-04","Kiruhura",30,22,22,5,0,0,2,2,2,1,2,1,20,22,25,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_203","T_093","MCC_004","2025-12-04","Kiruhura",15,10,10,4,0,0,2,1,1,2,2,1,10,13,15,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_332","T_094","MCC_012","2025-12-03","Kiruhura",33,23,23,6,0,0,2,2,2,1,1,1,26,28,23,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,800,800,800,NA,NA,NA
"F_013","T_094","MCC_012","2025-12-03","Kiruhura",207,200,200,5,0,0,2,2,2,2,2,1,195,200,200,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_289","T_094","MCC_012","2025-12-03","Kiruhura",165,150,150,3,0,0,2,2,1,1,1,1,150,160,120,NA,NA,NA,1,1,2,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,NA,800,800,800,NA,NA,NA
"F_412","T_094","MCC_012","2025-12-03","Kiruhura",200,190,190,6,0,0,2,2,2,1,1,1,190,190,165,NA,NA,NA,1,1,2,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_036","T_095","MCC_010","2025-12-06","Kazo",10,7,7,4,0,0,2,1,1,1,2,0,7,10,15,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,900,950,NA,NA,NA
"F_271","T_095","MCC_010","2025-12-06","Kazo",15,10,10,5,0,0,2,2,1,1,1,0,10,10,10,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,850,NA,NA,NA
"F_293","T_095","MCC_010","2025-12-06","Kazo",94,87,87,4,0,0,2,2,2,2,1,0,88,86,87,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_167","T_095","MCC_010","2025-12-06","Kazo",19,15,15,6,0,0,2,2,2,2,1,0,15,15,15,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_137","T_095","MCC_010","2025-12-06","Kazo",23,17,12,4,0,0,2,2,2,2,1,0,8,12,6,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_173","T_096","MCC_003","2025-12-05","Kazo",60,52,52,6,0,0,2,2,2,2,2,0,59,59,52,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_299","T_096","MCC_003","2025-12-05","Kazo",190,160,40,6,0,0,2,1,1,1,2,0,40,35,39,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_043","T_096","MCC_003","2025-12-05","Kazo",70,64,64,6,0,0,2,1,1,1,1,0,64,64,50,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,1050,1050,1050,NA,NA,NA
"F_373","T_096","MCC_003","2025-12-05","Kazo",73,65,65,6,0,0,2,2,1,1,2,0,65,63,65,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_169","T_096","MCC_003","2025-12-05","Kazo",66,51,51,6,0,0,2,2,2,2,2,0,51,51,50,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_078","T_097","MCC_014","2025-12-04","Kiruhura",120,70,70,5,0,0,2,2,2,2,2,0,70,75,70,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,900,900,NA,NA,NA
"F_077","T_097","MCC_014","2025-12-04","Kiruhura",90,70,70,5,0,0,2,2,2,1,2,0,65,70,67,NA,NA,NA,2,1,1,NA,NA,NA,NA,"Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_205","T_097","MCC_014","2025-12-04","Kiruhura",97,91,91,6,0,0,2,2,2,2,2,0,90,91,91,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_337","T_097","MCC_014","2025-12-04","Kiruhura",45,35,35,6,0,0,2,2,2,2,1,0,37,35,40,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_185","T_097","MCC_014","2025-12-04","Kiruhura",120,95,50,6,0,0,2,2,2,2,2,0,60,55,60,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,950,950,950,NA,NA,NA
"F_315","T_097","MCC_014","2025-12-04","Kiruhura",20,20,20,5,0,0,2,2,2,1,2,0,20,20,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_164","T_098","MCC_003","2025-12-05","Kazo",100,80,80,4,0,0,2,2,2,2,2,0,75,80,71,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_195","T_098","MCC_003","2025-12-05","Kazo",120,110,110,6,0,1,2,2,2,2,2,0,110,104,110,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_349","T_098","MCC_003","2025-12-05","Kazo",80,70,70,5,0,0,2,2,2,2,1,0,70,69,60,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_411","T_098","MCC_003","2025-12-05","Kazo",135,115,115,6,0,0,2,2,2,2,2,0,115,120,115,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,1000,NA,NA,NA
"F_094","T_098","MCC_003","2025-12-05","Kazo",27,25,25,4,0,0,2,2,1,2,1,0,25,26,25,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,950,950,NA,NA,NA
"F_034","T_099","MCC_008","2025-12-04","Kiruhura",16,11,11,4,0,0,2,2,2,1,2,0,9,11,10,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_320","T_099","MCC_008","2025-12-04","Kiruhura",13,8,8,4,0,0,2,2,2,1,2,0,8,9,8,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,900,900,900,NA,NA,NA
"F_161","T_099","MCC_008","2025-12-04","Kiruhura",25,20,20,4,0,0,2,2,2,1,2,0,20,22,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_181","T_099","MCC_008","2025-12-04","Kiruhura",30,20,20,5,0,0,2,2,2,1,2,0,15,18,20,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_270","T_100","MCC_003","2025-12-05","Kazo",120,100,100,6,0,0,2,2,2,2,1,1,55,100,105,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_338","T_100","MCC_003","2025-12-05","Kazo",40,35,35,5,0,0,2,1,2,2,2,1,40,35,35,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_282","T_100","MCC_003","2025-12-05","Kazo",143,113,113,5,0,0,2,1,2,2,1,1,121,131,113,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
"F_180","T_100","MCC_003","2025-12-05","Kazo",32,22,22,6,0,0,2,2,2,2,1,1,28,23,28,NA,NA,NA,1,1,1,NA,NA,NA,"Lactometer","Lactometer","Lactometer",NA,NA,NA,900,900,900,NA,NA,NA
